"註記","號次","姓名","性別","得票數","得票率","推薦之政黨","縣市","鄉鎮市區"
"992","◎",3,"潘孟安","男",1358,"42.46%","民主進步黨","屏東縣","牡丹鄉"
"1701","",1,"翁珍聖","男",664,"2.13%","無","澎湖縣","馬公市"
"228","",2,"鄭清發","男",2536,"8.15%","無","澎湖縣","馬公市"
"327","",3,"陳大松","男",4215,"13.54%","無","澎湖縣","馬公市"
"424","",4,"吳政隆","男",1606,"5.16%","無","澎湖縣","馬公市"
"523","◎",5,"賴峰偉","男",12806,"41.14%","中國國民黨","澎湖縣","馬公市"
"623","",6,"陳光復","男",9043,"29.05%","民主進步黨","澎湖縣","馬公市"
"723","",7,"呂華苑","女",257,"0.83%","無","澎湖縣","馬公市"
"819","",1,"翁珍聖","男",93,"1.19%","無","澎湖縣","湖西鄉"
"918","",2,"鄭清發","男",797,"10.17%","無","澎湖縣","湖西鄉"
"1018","",3,"陳大松","男",563,"7.18%","無","澎湖縣","湖西鄉"
"1118","",4,"吳政隆","男",733,"9.35%","無","澎湖縣","湖西鄉"
"1218","◎",5,"賴峰偉","男",2452,"31.28%","中國國民黨","澎湖縣","湖西鄉"
"1318","",6,"陳光復","男",3084,"39.34%","民主進步黨","澎湖縣","湖西鄉"
"1418","",7,"呂華苑","女",117,"1.49%","無","澎湖縣","湖西鄉"
"1515","",1,"翁珍聖","男",95,"1.86%","無","澎湖縣","白沙鄉"
"1611","",2,"鄭清發","男",322,"6.29%","無","澎湖縣","白沙鄉"
"1771","",3,"陳大松","男",475,"9.28%","無","澎湖縣","白沙鄉"
"1871","",4,"吳政隆","男",306,"5.98%","無","澎湖縣","白沙鄉"
"1971","◎",5,"賴峰偉","男",1951,"38.13%","中國國民黨","澎湖縣","白沙鄉"
"2071","",6,"陳光復","男",1931,"37.74%","民主進步黨","澎湖縣","白沙鄉"
"2113","",7,"呂華苑","女",37,"0.72%","無","澎湖縣","白沙鄉"
"229","",1,"翁珍聖","男",434,"10.73%","無","澎湖縣","西嶼鄉"
"237","",2,"鄭清發","男",218,"5.39%","無","澎湖縣","西嶼鄉"
"247","",3,"陳大松","男",305,"7.54%","無","澎湖縣","西嶼鄉"
"257","",4,"吳政隆","男",209,"5.17%","無","澎湖縣","西嶼鄉"
"267","◎",5,"賴峰偉","男",1558,"38.54%","中國國民黨","澎湖縣","西嶼鄉"
"276","",6,"陳光復","男",1294,"32.01%","民主進步黨","澎湖縣","西嶼鄉"
"286","",7,"呂華苑","女",25,"0.62%","無","澎湖縣","西嶼鄉"
"296","",1,"翁珍聖","男",70,"2.40%","無","澎湖縣","望安鄉"
"306","",2,"鄭清發","男",392,"13.44%","無","澎湖縣","望安鄉"
"3112","",3,"陳大松","男",195,"6.69%","無","澎湖縣","望安鄉"
"328","",4,"吳政隆","男",88,"3.02%","無","澎湖縣","望安鄉"
"336","◎",5,"賴峰偉","男",841,"28.84%","中國國民黨","澎湖縣","望安鄉"
"346","",6,"陳光復","男",1310,"44.92%","民主進步黨","澎湖縣","望安鄉"
"356","",7,"呂華苑","女",20,"0.69%","無","澎湖縣","望安鄉"
"366","",1,"翁珍聖","男",23,"1.23%","無","澎湖縣","七美鄉"
"375","",2,"鄭清發","男",65,"3.47%","無","澎湖縣","七美鄉"
"385","",3,"陳大松","男",69,"3.68%","無","澎湖縣","七美鄉"
"395","",4,"吳政隆","男",57,"3.04%","無","澎湖縣","七美鄉"
"404","◎",5,"賴峰偉","男",962,"51.36%","中國國民黨","澎湖縣","七美鄉"
"4111","",6,"陳光復","男",685,"36.57%","民主進步黨","澎湖縣","七美鄉"
"425","",7,"呂華苑","女",12,"0.64%","無","澎湖縣","七美鄉"
"1691","◎",1,"林明溱","男",39008,"68.02%","中國國民黨","南投縣","南投市"
"226","",2,"洪國浩","男",18342,"31.98%","民主進步黨","南投縣","南投市"
"325","◎",1,"林明溱","男",31617,"70.04%","中國國民黨","南投縣","埔里鎮"
"420","",2,"洪國浩","男",13527,"29.96%","民主進步黨","南投縣","埔里鎮"
"520","◎",1,"林明溱","男",29774,"53.79%","中國國民黨","南投縣","草屯鎮"
"620","",2,"洪國浩","男",25582,"46.21%","民主進步黨","南投縣","草屯鎮"
"720","◎",1,"林明溱","男",21162,"68.00%","中國國民黨","南投縣","竹山鎮"
"818","",2,"洪國浩","男",9960,"32.00%","民主進步黨","南投縣","竹山鎮"
"917","◎",1,"林明溱","男",4774,"68.63%","中國國民黨","南投縣","集集鎮"
"1017","",2,"洪國浩","男",2182,"31.37%","民主進步黨","南投縣","集集鎮"
"1117","◎",1,"林明溱","男",15432,"64.75%","中國國民黨","南投縣","名間鄉"
"1217","",2,"洪國浩","男",8400,"35.25%","民主進步黨","南投縣","名間鄉"
"1317","◎",1,"林明溱","男",8156,"72.48%","中國國民黨","南投縣","鹿谷鄉"
"1417","",2,"洪國浩","男",3096,"27.52%","民主進步黨","南投縣","鹿谷鄉"
"1514","◎",1,"林明溱","男",6940,"70.31%","中國國民黨","南投縣","中寮鄉"
"1610","",2,"洪國浩","男",2931,"29.69%","民主進步黨","南投縣","中寮鄉"
"1761","◎",1,"林明溱","男",6810,"68.99%","中國國民黨","南投縣","魚池鄉"
"1861","",2,"洪國浩","男",3061,"31.01%","民主進步黨","南投縣","魚池鄉"
"1961","◎",1,"林明溱","男",8152,"68.21%","中國國民黨","南投縣","國姓鄉"
"2061","",2,"洪國浩","男",3799,"31.79%","民主進步黨","南投縣","國姓鄉"
"2112","◎",1,"林明溱","男",7621,"69.89%","中國國民黨","南投縣","水里鄉"
"227","",2,"洪國浩","男",3284,"30.11%","民主進步黨","南投縣","水里鄉"
"236","◎",1,"林明溱","男",7902,"80.96%","中國國民黨","南投縣","信義鄉"
"246","",2,"洪國浩","男",1858,"19.04%","民主進步黨","南投縣","信義鄉"
"256","◎",1,"林明溱","男",8037,"84.82%","中國國民黨","南投縣","仁愛鄉"
"266","",2,"洪國浩","男",1438,"15.18%","民主進步黨","南投縣","仁愛鄉"
"1671","",1,"朱泰平","男",1070,"2.31%","無","苗栗縣","苗栗市"
"2201","",2,"徐定禎","男",15711,"33.92%","無","苗栗縣","苗栗市"
"320","",3,"黃玉燕","女",1158,"2.50%","無","苗栗縣","苗栗市"
"419","◎",4,"徐耀昌","男",28376,"61.27%","中國國民黨","苗栗縣","苗栗市"
"519","",1,"朱泰平","男",732,"2.81%","無","苗栗縣","苑裡鎮"
"619","",2,"徐定禎","男",10002,"38.35%","無","苗栗縣","苑裡鎮"
"719","",3,"黃玉燕","女",1023,"3.92%","無","苗栗縣","苑裡鎮"
"817","◎",4,"徐耀昌","男",14322,"54.92%","中國國民黨","苗栗縣","苑裡鎮"
"916","",1,"朱泰平","男",567,"2.73%","無","苗栗縣","通霄鎮"
"1016","",2,"徐定禎","男",10375,"49.99%","無","苗栗縣","通霄鎮"
"1116","",3,"黃玉燕","女",841,"4.05%","無","苗栗縣","通霄鎮"
"1216","◎",4,"徐耀昌","男",8970,"43.22%","中國國民黨","苗栗縣","通霄鎮"
"1316","",1,"朱泰平","男",1138,"2.70%","無","苗栗縣","竹南鎮"
"1416","",2,"徐定禎","男",16806,"39.95%","無","苗栗縣","竹南鎮"
"1513","",3,"黃玉燕","女",1342,"3.19%","無","苗栗縣","竹南鎮"
"1681","◎",4,"徐耀昌","男",22785,"54.16%","中國國民黨","苗栗縣","竹南鎮"
"1751","",1,"朱泰平","男",816,"1.57%","無","苗栗縣","頭份市"
"1851","",2,"徐定禎","男",17558,"33.81%","無","苗栗縣","頭份市"
"1951","",3,"黃玉燕","女",1421,"2.74%","無","苗栗縣","頭份市"
"2051","◎",4,"徐耀昌","男",32143,"61.89%","中國國民黨","苗栗縣","頭份市"
"2111","",1,"朱泰平","男",489,"2.29%","無","苗栗縣","後龍鎮"
"225","",2,"徐定禎","男",10631,"49.69%","無","苗栗縣","後龍鎮"
"235","",3,"黃玉燕","女",717,"3.35%","無","苗栗縣","後龍鎮"
"245","◎",4,"徐耀昌","男",9556,"44.67%","中國國民黨","苗栗縣","後龍鎮"
"255","",1,"朱泰平","男",435,"4.01%","無","苗栗縣","卓蘭鎮"
"265","",2,"徐定禎","男",3315,"30.57%","無","苗栗縣","卓蘭鎮"
"275","",3,"黃玉燕","女",378,"3.49%","無","苗栗縣","卓蘭鎮"
"285","◎",4,"徐耀昌","男",6717,"61.94%","中國國民黨","苗栗縣","卓蘭鎮"
"295","",1,"朱泰平","男",305,"3.50%","無","苗栗縣","大湖鄉"
"305","",2,"徐定禎","男",2791,"32.07%","無","苗栗縣","大湖鄉"
"3111","",3,"黃玉燕","女",225,"2.59%","無","苗栗縣","大湖鄉"
"326","◎",4,"徐耀昌","男",5382,"61.84%","中國國民黨","苗栗縣","大湖鄉"
"335","",1,"朱泰平","男",362,"1.93%","無","苗栗縣","公館鄉"
"345","",2,"徐定禎","男",6446,"34.28%","無","苗栗縣","公館鄉"
"355","",3,"黃玉燕","女",449,"2.39%","無","苗栗縣","公館鄉"
"365","◎",4,"徐耀昌","男",11545,"61.40%","中國國民黨","苗栗縣","公館鄉"
"374","",1,"朱泰平","男",180,"1.68%","無","苗栗縣","銅鑼鄉"
"384","",2,"徐定禎","男",3894,"36.42%","無","苗栗縣","銅鑼鄉"
"394","",3,"黃玉燕","女",286,"2.68%","無","苗栗縣","銅鑼鄉"
"403","◎",4,"徐耀昌","男",6331,"59.22%","中國國民黨","苗栗縣","銅鑼鄉"
"4110","",1,"朱泰平","男",91,"1.51%","無","苗栗縣","南庄鄉"
"423","",2,"徐定禎","男",1814,"30.02%","無","苗栗縣","南庄鄉"
"433","",3,"黃玉燕","女",124,"2.05%","無","苗栗縣","南庄鄉"
"443","◎",4,"徐耀昌","男",4014,"66.42%","中國國民黨","苗栗縣","南庄鄉"
"453","",1,"朱泰平","男",108,"1.45%","無","苗栗縣","頭屋鄉"
"463","",2,"徐定禎","男",2307,"31.05%","無","苗栗縣","頭屋鄉"
"473","",3,"黃玉燕","女",151,"2.03%","無","苗栗縣","頭屋鄉"
"483","◎",4,"徐耀昌","男",4863,"65.46%","中國國民黨","苗栗縣","頭屋鄉"
"493","",1,"朱泰平","男",178,"1.80%","無","苗栗縣","三義鄉"
"503","",2,"徐定禎","男",3540,"35.78%","無","苗栗縣","三義鄉"
"5110","",3,"黃玉燕","女",330,"3.34%","無","苗栗縣","三義鄉"
"524","◎",4,"徐耀昌","男",5845,"59.08%","中國國民黨","苗栗縣","三義鄉"
"533","",1,"朱泰平","男",72,"1.54%","無","苗栗縣","西湖鄉"
"543","",2,"徐定禎","男",1685,"35.95%","無","苗栗縣","西湖鄉"
"553","",3,"黃玉燕","女",113,"2.41%","無","苗栗縣","西湖鄉"
"563","◎",4,"徐耀昌","男",2817,"60.10%","中國國民黨","苗栗縣","西湖鄉"
"573","",1,"朱泰平","男",145,"1.97%","無","苗栗縣","造橋鄉"
"583","",2,"徐定禎","男",2561,"34.87%","無","苗栗縣","造橋鄉"
"593","",3,"黃玉燕","女",194,"2.64%","無","苗栗縣","造橋鄉"
"603","◎",4,"徐耀昌","男",4444,"60.51%","中國國民黨","苗栗縣","造橋鄉"
"6110","",1,"朱泰平","男",62,"1.51%","無","苗栗縣","三灣鄉"
"624","",2,"徐定禎","男",1192,"28.97%","無","苗栗縣","三灣鄉"
"633","",3,"黃玉燕","女",93,"2.26%","無","苗栗縣","三灣鄉"
"643","◎",4,"徐耀昌","男",2767,"67.26%","中國國民黨","苗栗縣","三灣鄉"
"653","",1,"朱泰平","男",51,"1.74%","無","苗栗縣","獅潭鄉"
"663","",2,"徐定禎","男",758,"25.85%","無","苗栗縣","獅潭鄉"
"673","",3,"黃玉燕","女",73,"2.49%","無","苗栗縣","獅潭鄉"
"683","◎",4,"徐耀昌","男",2050,"69.92%","中國國民黨","苗栗縣","獅潭鄉"
"693","",1,"朱泰平","男",79,"1.82%","無","苗栗縣","泰安鄉"
"703","",2,"徐定禎","男",1318,"30.38%","無","苗栗縣","泰安鄉"
"7110","",3,"黃玉燕","女",112,"2.58%","無","苗栗縣","泰安鄉"
"724","◎",4,"徐耀昌","男",2829,"65.21%","中國國民黨","苗栗縣","泰安鄉"
"1651","",1,"蘇柏豪","男",542,"12.98%","樹黨","連江縣","南竿鄉"
"2191","",2,"朱秀珍","女",871,"20.86%","無","連江縣","南竿鄉"
"319","",3,"魏耀乾","男",169,"4.05%","無","連江縣","南竿鄉"
"417","◎",4,"劉增應","男",2594,"62.12%","中國國民黨","連江縣","南竿鄉"
"517","",1,"蘇柏豪","男",135,"9.17%","樹黨","連江縣","北竿鄉"
"617","",2,"朱秀珍","女",147,"9.99%","無","連江縣","北竿鄉"
"717","",3,"魏耀乾","男",51,"3.46%","無","連江縣","北竿鄉"
"816","◎",4,"劉增應","男",1139,"77.38%","中國國民黨","連江縣","北竿鄉"
"915","",1,"蘇柏豪","男",100,"9.17%","樹黨","連江縣","莒光鄉"
"1015","",2,"朱秀珍","女",182,"16.70%","無","連江縣","莒光鄉"
"1115","",3,"魏耀乾","男",76,"6.97%","無","連江縣","莒光鄉"
"1215","◎",4,"劉增應","男",732,"67.16%","中國國民黨","連江縣","莒光鄉"
"1315","",1,"蘇柏豪","男",150,"22.39%","樹黨","連江縣","東引鄉"
"1415","",2,"朱秀珍","女",84,"12.54%","無","連江縣","東引鄉"
"1512","",3,"魏耀乾","男",40,"5.97%","無","連江縣","東引鄉"
"1661","◎",4,"劉增應","男",396,"59.10%","中國國民黨","連江縣","東引鄉"
"1601","◎",1,"楊鎮浯","男",8137,"54.28%","中國國民黨","金門縣","金城鎮"
"2181","",2,"洪志恒","男",299,"1.99%","金門高粱黨","金門縣","金城鎮"
"318","",3,"汪承樺","女",120,"0.80%","教科文預算保障e聯盟","金門縣","金城鎮"
"416","",4,"陳福海","男",5916,"39.47%","無","金門縣","金城鎮"
"516","",5,"謝宜璋","男",412,"2.75%","無","金門縣","金城鎮"
"616","",6,"洪和成","男",106,"0.71%","無","金門縣","金城鎮"
"716","◎",1,"楊鎮浯","男",2974,"38.56%","中國國民黨","金門縣","金沙鎮"
"815","",2,"洪志恒","男",87,"1.13%","金門高粱黨","金門縣","金沙鎮"
"914","",3,"汪承樺","女",50,"0.65%","教科文預算保障e聯盟","金門縣","金沙鎮"
"1014","",4,"陳福海","男",4412,"57.20%","無","金門縣","金沙鎮"
"1114","",5,"謝宜璋","男",151,"1.96%","無","金門縣","金沙鎮"
"1214","",6,"洪和成","男",39,"0.51%","無","金門縣","金沙鎮"
"1314","◎",1,"楊鎮浯","男",4204,"39.07%","中國國民黨","金門縣","金湖鎮"
"1414","",2,"洪志恒","男",115,"1.07%","金門高粱黨","金門縣","金湖鎮"
"1511","",3,"汪承樺","女",75,"0.70%","教科文預算保障e聯盟","金門縣","金湖鎮"
"1641","",4,"陳福海","男",5855,"54.42%","無","金門縣","金湖鎮"
"1741","",5,"謝宜璋","男",457,"4.25%","無","金門縣","金湖鎮"
"1841","",6,"洪和成","男",53,"0.49%","無","金門縣","金湖鎮"
"1941","◎",1,"楊鎮浯","男",5989,"54.92%","中國國民黨","金門縣","金寧鄉"
"2041","",2,"洪志恒","男",206,"1.89%","金門高粱黨","金門縣","金寧鄉"
"2110","",3,"汪承樺","女",140,"1.28%","教科文預算保障e聯盟","金門縣","金寧鄉"
"224","",4,"陳福海","男",4204,"38.55%","無","金門縣","金寧鄉"
"234","",5,"謝宜璋","男",275,"2.52%","無","金門縣","金寧鄉"
"244","",6,"洪和成","男",90,"0.83%","無","金門縣","金寧鄉"
"254","◎",1,"楊鎮浯","男",2154,"46.28%","中國國民黨","金門縣","烈嶼鄉"
"264","",2,"洪志恒","男",124,"2.66%","金門高粱黨","金門縣","烈嶼鄉"
"274","",3,"汪承樺","女",18,"0.39%","教科文預算保障e聯盟","金門縣","烈嶼鄉"
"284","",4,"陳福海","男",2186,"46.97%","無","金門縣","烈嶼鄉"
"294","",5,"謝宜璋","男",94,"2.02%","無","金門縣","烈嶼鄉"
"304","",6,"洪和成","男",78,"1.68%","無","金門縣","烈嶼鄉"
"3110","◎",1,"楊鎮浯","男",62,"29.67%","中國國民黨","金門縣","烏坵鄉"
"324","",2,"洪志恒","男",1,"0.48%","金門高粱黨","金門縣","烏坵鄉"
"334","",3,"汪承樺","女",0,"0.00%","教科文預算保障e聯盟","金門縣","烏坵鄉"
"344","",4,"陳福海","男",146,"69.86%","無","金門縣","烏坵鄉"
"354","",5,"謝宜璋","男",0,"0.00%","無","金門縣","烏坵鄉"
"364","",6,"洪和成","男",0,"0.00%","無","金門縣","烏坵鄉"
"1591","◎",1,"翁章梁","男",10506,"51.80%","民主進步黨","嘉義縣","太保市"
"2161","",2,"吳芳銘","男",3395,"16.74%","無","嘉義縣","太保市"
"316","",3,"林國龍","男",288,"1.42%","無","嘉義縣","太保市"
"415","",4,"吳育仁","男",6092,"30.04%","中國國民黨","嘉義縣","太保市"
"515","◎",1,"翁章梁","男",11907,"53.77%","民主進步黨","嘉義縣","朴子市"
"615","",2,"吳芳銘","男",3655,"16.50%","無","嘉義縣","朴子市"
"715","",3,"林國龍","男",405,"1.83%","無","嘉義縣","朴子市"
"814","",4,"吳育仁","男",6178,"27.90%","中國國民黨","嘉義縣","朴子市"
"913","◎",1,"翁章梁","男",8244,"54.47%","民主進步黨","嘉義縣","布袋鎮"
"1013","",2,"吳芳銘","男",1569,"10.37%","無","嘉義縣","布袋鎮"
"1113","",3,"林國龍","男",269,"1.78%","無","嘉義縣","布袋鎮"
"1213","",4,"吳育仁","男",5053,"33.39%","中國國民黨","嘉義縣","布袋鎮"
"1313","◎",1,"翁章梁","男",7976,"45.35%","民主進步黨","嘉義縣","大林鎮"
"1413","",2,"吳芳銘","男",3945,"22.43%","無","嘉義縣","大林鎮"
"1510","",3,"林國龍","男",242,"1.38%","無","嘉義縣","大林鎮"
"1631","",4,"吳育仁","男",5426,"30.85%","中國國民黨","嘉義縣","大林鎮"
"1731","◎",1,"翁章梁","男",17016,"44.72%","民主進步黨","嘉義縣","民雄鄉"
"1831","",2,"吳芳銘","男",8246,"21.67%","無","嘉義縣","民雄鄉"
"1931","",3,"林國龍","男",645,"1.70%","無","嘉義縣","民雄鄉"
"2031","",4,"吳育仁","男",12139,"31.91%","中國國民黨","嘉義縣","民雄鄉"
"2171","◎",1,"翁章梁","男",4932,"54.43%","民主進步黨","嘉義縣","溪口鄉"
"223","",2,"吳芳銘","男",1820,"20.08%","無","嘉義縣","溪口鄉"
"233","",3,"林國龍","男",211,"2.33%","無","嘉義縣","溪口鄉"
"243","",4,"吳育仁","男",2099,"23.16%","中國國民黨","嘉義縣","溪口鄉"
"253","◎",1,"翁章梁","男",10986,"58.72%","民主進步黨","嘉義縣","新港鄉"
"263","",2,"吳芳銘","男",3095,"16.54%","無","嘉義縣","新港鄉"
"273","",3,"林國龍","男",329,"1.76%","無","嘉義縣","新港鄉"
"283","",4,"吳育仁","男",4298,"22.97%","中國國民黨","嘉義縣","新港鄉"
"293","◎",1,"翁章梁","男",7675,"60.65%","民主進步黨","嘉義縣","六腳鄉"
"303","",2,"吳芳銘","男",1740,"13.75%","無","嘉義縣","六腳鄉"
"317","",3,"林國龍","男",250,"1.98%","無","嘉義縣","六腳鄉"
"323","",4,"吳育仁","男",2989,"23.62%","中國國民黨","嘉義縣","六腳鄉"
"333","◎",1,"翁章梁","男",7275,"54.97%","民主進步黨","嘉義縣","東石鄉"
"343","",2,"吳芳銘","男",2532,"19.13%","無","嘉義縣","東石鄉"
"353","",3,"林國龍","男",234,"1.77%","無","嘉義縣","東石鄉"
"363","",4,"吳育仁","男",3193,"24.13%","中國國民黨","嘉義縣","東石鄉"
"373","◎",1,"翁章梁","男",8500,"70.93%","民主進步黨","嘉義縣","義竹鄉"
"383","",2,"吳芳銘","男",938,"7.83%","無","嘉義縣","義竹鄉"
"393","",3,"林國龍","男",132,"1.10%","無","嘉義縣","義竹鄉"
"402","",4,"吳育仁","男",2414,"20.14%","中國國民黨","嘉義縣","義竹鄉"
"418","◎",1,"翁章梁","男",5411,"60.44%","民主進步黨","嘉義縣","鹿草鄉"
"422","",2,"吳芳銘","男",844,"9.43%","無","嘉義縣","鹿草鄉"
"432","",3,"林國龍","男",152,"1.70%","無","嘉義縣","鹿草鄉"
"442","",4,"吳育仁","男",2545,"28.43%","中國國民黨","嘉義縣","鹿草鄉"
"452","◎",1,"翁章梁","男",13968,"50.45%","民主進步黨","嘉義縣","水上鄉"
"462","",2,"吳芳銘","男",3529,"12.75%","無","嘉義縣","水上鄉"
"472","",3,"林國龍","男",458,"1.65%","無","嘉義縣","水上鄉"
"482","",4,"吳育仁","男",9734,"35.15%","中國國民黨","嘉義縣","水上鄉"
"492","◎",1,"翁章梁","男",11500,"48.74%","民主進步黨","嘉義縣","中埔鄉"
"502","",2,"吳芳銘","男",4038,"17.11%","無","嘉義縣","中埔鄉"
"518","",3,"林國龍","男",308,"1.31%","無","嘉義縣","中埔鄉"
"522","",4,"吳育仁","男",7751,"32.85%","中國國民黨","嘉義縣","中埔鄉"
"532","◎",1,"翁章梁","男",8791,"42.08%","民主進步黨","嘉義縣","竹崎鄉"
"542","",2,"吳芳銘","男",5467,"26.17%","無","嘉義縣","竹崎鄉"
"552","",3,"林國龍","男",334,"1.60%","無","嘉義縣","竹崎鄉"
"562","",4,"吳育仁","男",6300,"30.16%","中國國民黨","嘉義縣","竹崎鄉"
"572","◎",1,"翁章梁","男",5175,"43.22%","民主進步黨","嘉義縣","梅山鄉"
"582","",2,"吳芳銘","男",3197,"26.70%","無","嘉義縣","梅山鄉"
"592","",3,"林國龍","男",164,"1.37%","無","嘉義縣","梅山鄉"
"602","",4,"吳育仁","男",3437,"28.71%","中國國民黨","嘉義縣","梅山鄉"
"618","◎",1,"翁章梁","男",2253,"32.66%","民主進步黨","嘉義縣","番路鄉"
"622","",2,"吳芳銘","男",2036,"29.51%","無","嘉義縣","番路鄉"
"632","",3,"林國龍","男",100,"1.45%","無","嘉義縣","番路鄉"
"642","",4,"吳育仁","男",2510,"36.38%","中國國民黨","嘉義縣","番路鄉"
"652","◎",1,"翁章梁","男",1724,"56.07%","民主進步黨","嘉義縣","大埔鄉"
"662","",2,"吳芳銘","男",397,"12.91%","無","嘉義縣","大埔鄉"
"672","",3,"林國龍","男",35,"1.14%","無","嘉義縣","大埔鄉"
"682","",4,"吳育仁","男",919,"29.89%","中國國民黨","嘉義縣","大埔鄉"
"692","◎",1,"翁章梁","男",1449,"44.83%","民主進步黨","嘉義縣","里山鄉"
"702","",2,"吳芳銘","男",577,"17.85%","無","嘉義縣","里山鄉"
"718","",3,"林國龍","男",40,"1.24%","無","嘉義縣","里山鄉"
"722","",4,"吳育仁","男",1166,"36.08%","中國國民黨","嘉義縣","里山鄉"
"1571","",1,"蕭淑麗","女",10703,"16.95%","無","嘉義市","在東區"
"2141","◎",2,"黃敏惠","女",27558,"43.64%","中國國民黨","嘉義市","在東區"
"314","",3,"黃宏成台灣阿成世界偉人財神總統","男",806,"1.28%","無","嘉義市","在東區"
"413","",4,"涂醒哲","男",24081,"38.13%","民主進步黨","嘉義市","在東區"
"513","",1,"蕭淑麗","女",14869,"18.81%","無","嘉義市","在西區"
"613","◎",2,"黃敏惠","女",31000,"39.21%","中國國民黨","嘉義市","在西區"
"713","",3,"黃宏成台灣阿成世界偉人財神總統","男",1016,"1.29%","無","嘉義市","在西區"
"813","",4,"涂醒哲","男",32175,"40.70%","民主進步黨","嘉義市","在西區"
"1561","",1,"謝立功","男",12009,"47.21%","中國國民黨","基隆市","中正區"
"2131","◎",2,"林右昌","男",13431,"52.79%","民主進步黨","基隆市","中正區"
"313","",1,"謝立功","男",11745,"42.50%","中國國民黨","基隆市","七堵區"
"412","◎",2,"林右昌","男",15891,"57.50%","民主進步黨","基隆市","七堵區"
"512","",1,"謝立功","男",9222,"46.76%","中國國民黨","基隆市","暖暖區"
"612","◎",2,"林右昌","男",10500,"53.24%","民主進步黨","基隆市","暖暖區"
"712","",1,"謝立功","男",9877,"44.13%","中國國民黨","基隆市","仁愛區"
"812","◎",2,"林右昌","男",12507,"55.87%","民主進步黨","基隆市","仁愛區"
"912","",1,"謝立功","男",11424,"45.51%","中國國民黨","基隆市","中山區"
"1012","◎",2,"林右昌","男",13678,"54.49%","民主進步黨","基隆市","中山區"
"1112","",1,"謝立功","男",18580,"45.04%","中國國民黨","基隆市","安樂區"
"1212","◎",2,"林右昌","男",22676,"54.96%","民主進步黨","基隆市","安樂區"
"1312","",1,"謝立功","男",13672,"50.35%","中國國民黨","基隆市","信義區"
"1412","◎",2,"林右昌","男",13484,"49.65%","民主進步黨","基隆市","信義區"
"1551","◎",1,"徐榛蔚","女",32399,"65.99%","中國國民黨","花蓮縣","花蓮市"
"2121","",2,"劉曉玫","女",15065,"30.68%","民主進步黨","花蓮縣","花蓮市"
"312","",3,"黄師鵬","男",1635,"3.33%","無","花蓮縣","花蓮市"
"411","◎",1,"徐榛蔚","女",4991,"76.26%","中國國民黨","花蓮縣","鳳林鎮"
"511","",2,"劉曉玫","女",1418,"21.67%","民主進步黨","花蓮縣","鳳林鎮"
"611","",3,"黄師鵬","男",136,"2.08%","無","花蓮縣","鳳林鎮"
"711","◎",1,"徐榛蔚","女",9193,"76.13%","中國國民黨","花蓮縣","玉里鎮"
"811","",2,"劉曉玫","女",2646,"21.91%","民主進步黨","花蓮縣","玉里鎮"
"911","",3,"黄師鵬","男",237,"1.96%","無","花蓮縣","玉里鎮"
"1011","◎",1,"徐榛蔚","女",7551,"71.41%","中國國民黨","花蓮縣","新城鄉"
"1111","",2,"劉曉玫","女",2716,"25.69%","民主進步黨","花蓮縣","新城鄉"
"1211","",3,"黄師鵬","男",307,"2.90%","無","花蓮縣","新城鄉"
"1311","◎",1,"徐榛蔚","女",28510,"68.51%","中國國民黨","花蓮縣","吉安鄉"
"1411","",2,"劉曉玫","女",11845,"28.46%","民主進步黨","花蓮縣","吉安鄉"
"1581","",3,"黄師鵬","男",1260,"3.03%","無","花蓮縣","吉安鄉"
"1621","◎",1,"徐榛蔚","女",7438,"71.53%","中國國民黨","花蓮縣","壽豐鄉"
"1721","",2,"劉曉玫","女",2732,"26.27%","民主進步黨","花蓮縣","壽豐鄉"
"1821","",3,"黄師鵬","男",229,"2.20%","無","花蓮縣","壽豐鄉"
"1921","◎",1,"徐榛蔚","女",5830,"77.36%","中國國民黨","花蓮縣","光復鄉"
"2021","",2,"劉曉玫","女",1553,"20.61%","民主進步黨","花蓮縣","光復鄉"
"2151","",3,"黄師鵬","男",153,"2.03%","無","花蓮縣","光復鄉"
"2221","◎",1,"徐榛蔚","女",2471,"77.70%","中國國民黨","花蓮縣","豐濱鄉"
"232","",2,"劉曉玫","女",629,"19.78%","民主進步黨","花蓮縣","豐濱鄉"
"242","",3,"黄師鵬","男",80,"2.52%","無","花蓮縣","豐濱鄉"
"252","◎",1,"徐榛蔚","女",5010,"75.78%","中國國民黨","花蓮縣","瑞穗鄉"
"262","",2,"劉曉玫","女",1487,"22.49%","民主進步黨","花蓮縣","瑞穗鄉"
"272","",3,"黄師鵬","男",114,"1.72%","無","花蓮縣","瑞穗鄉"
"282","◎",1,"徐榛蔚","女",4628,"77.81%","中國國民黨","花蓮縣","富里鄉"
"292","",2,"劉曉玫","女",1229,"20.66%","民主進步黨","花蓮縣","富里鄉"
"302","",3,"黄師鵬","男",91,"1.53%","無","花蓮縣","富里鄉"
"315","◎",1,"徐榛蔚","女",7074,"80.55%","中國國民黨","花蓮縣","秀林鄉"
"322","",2,"劉曉玫","女",1629,"18.55%","民主進步黨","花蓮縣","秀林鄉"
"332","",3,"黄師鵬","男",79,"0.90%","無","花蓮縣","秀林鄉"
