æ¡ˆä»¶,ç¸??,?•é?ç¥¨æ?,?°å?,?Œæ?ç¥¨æ•¸,ä¸å??ç¥¨???‰æ?ç¥¨æ•¸,?¡æ?ç¥¨æ•¸,?•ç¥¨??å·²é??ªæ?ç¥¨æ•¸,?¼å‡ºç¥¨æ•¸,?¨æ–¼ç¥¨æ•¸,?•ç¥¨æ¬Šäºº???•ç¥¨??%),?‰æ??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯?%),?‰æ?ä¸å??ç¥¨?¸å??•ç¥¨æ¬Šäºº?¸ç™¾?†æ?(%),?‰æ??Œæ??‡ä??Œæ?ç¥¨æ•¸å°æ?ç¥¨æ?äººæ•¸?¾å?æ¯”å·®??,,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¤§å???""5","14""",839,å¤§å??Œæ´»?•ä¸­å¿ƒå????ºä¸­å¸‚å?å±¯å?å¤§å¢©?­è?161??æ¨?531,164,695,44,739,0,739,432,1171,63.11%,45.35%,14.01%,31.34,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,å¤§è???1-6,?ºä¸­å¸‚å?å±¯å?æ°¸æ˜¥?±è·¯1??600,179,779,58,837,0,837,466,1303,64.24%,46.05%,13.74%,32.31,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¤§è???""7-11",å¤§å¢©å¤©å??–æ›¸å®??ºä¸­å¸‚å?å±¯å??—å±¯è·¯ä?æ®?73??570,154,724,53,777,0,777,625,1402,55.42%,40.66%,10.98%,29.68,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¤§è???""12-15",842,å¤§å¢©å¤©å?äº¤èª¼å»??ºä¸­å¸‚å?å±¯å??—å±¯è·¯ä?æ®?73??676,182,858,55,913,0,913,658,1571,58.12%,43.03%,11.58%,31.45,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¤§è???""4","13""",843,?—ç”°å¿ƒå??°å…¬å»??ºä¸­å¸‚å?å±¯å??±è?è·¯ä?æ®?1??515,166,681,51,732,0,732,407,1139,64.27%,45.22%,14.57%,30.65,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¤§è???""3",844,?†æƒ³è²´æ?å¤§å?(1),?ºä¸­å¸‚å?å±¯å??±è?è¥¿è?11??ä¸­åº­),562,162,724,56,780,0,780,436,1216,64.14%,46.22%,13.32%,,,32.9,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¤§è???""1","8""",845,?†æƒ³è²´æ?å¤§å?(2),?ºä¸­å¸‚å?å±¯å??±è?è¥¿è?11??ä¸­åº­),549,139,688,50,738,0,738,424,1162,63.51%,47.25%,,,11.96%,35.29,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?—å±¯??""1",6,8,9,11,15,"17""",846,?—å±¯?Œæ´»?•ä¸­å¿??ºä¸­å¸‚å?å±¯å?å¤ªå?è·¯ä?æ®?69å·?9ä¹???830,147,977,64,1041,0,1041,629,,,1670,62.34%,49.70%,8.80%,40.9,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?—å±¯??""3",10,12¤ë14¤é,16,"18""",847,?ºç£?™å?å±¯æµ¸ä¿¡æ?,?ºä¸­å¸‚å?å±¯å??ˆå?è·¯ä?æ®?8??674,189,863,65,928,0,928,778,1706,,,54.40%,39.51%,11.08%,28.43,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?—äº¬??1-12,?ºä¸­å¸‚å?å±¯å??²å??—è·¯2??621,154,775,87,862,0,862,645,1507,57.20%,41.21%,10.22%,30.99,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?—äº¬??13-24,?ºä¸­å¸‚å?å±¯å??²å??—è·¯2??722,199,921,61,982,0,982,670,1652,59.44%,43.70%,12.05%,31.65,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?—è???1-10,129,571,19,590,0,590,517,1107,53.30%,39.93%,11.65%,28.28,,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?—è???11-22,?ºä¸­å¸‚å?å±¯å??‹è?è¡?60??844,228,1072,84,1156,0,1156,995,2151,53.74%,39.24%,10.60%,28.64,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""2",852,ä¸Šå¤©å®??ºä¸­å¸‚å?å±¯å?å¤ªå?è·¯ä?æ®?05ä¹???705,219,924,29,953,0,953,659,1612,59.12%,43.73%,13.59%,30.14,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""1",ä¹é?å®??ºä¸­å¸‚å?å±¯å?ä¹é?è¡?2??727,200,927,52,979,0,979,764,1743,56.17%,41.71%,11.47%,30.24,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""9",854,ä¸‰å??‹ä¸­1æ¨“ç«¥è»æ?å®??ºä¸­å¸‚å?å±¯å?ä¸‰å?ä¸€è¡?7??810,228,1038,54,1092,0,1092,1007,2099,52.02%,38.59%,10.86%,27.73,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""8",855,?›ç¶­?‹å?ä¸€å¹????ºä¸­å¸‚å?å±¯å??‡å?è·¯å?æ®?56??673,186,859,37,896,4,900,695,1595,56.18%,42.19%,11.66%,30.53,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""1-5",856,ä¸–ç?åº§æ??¬å?å¤§å?ä¸­åº­,?ºä¸­å¸‚å?å±¯å??±å?è·?90??746,194,940,71,1011,0,1011,912,1923,52.57%,38.79%,10.09%,28.7,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""6-10",å¤§ç??‹æ¥­?¬å¸,?ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?38å·?å¼???658,175,833,67,900,0,900,741,1641,54.84%,40.10%,10.66%,29.44,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""11","16""",858,å¤ªé™½?‚é??å…¬?¸è?åº??ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?46å·?1??557,138,695,35,730,0,730,427,1157,63.09%,48.14%,11.93%,36.21,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"ä¸‰å???""12","21""",859,å­©å??‹ç¤¾?€ç®¡ç?å§”å“¡???ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?46ä¹?2?Ÿæ?,503,117,620,44,664,0,664,377,1041,63.78%,48.32%,11.24%,,,37.08,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?±å???""1-4",860,?±å??Œé??ƒæ?,?ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?9??690,103,793,52,845,0,845,718,1563,54.06%,44.15%,6.59%,37.56,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?±å???""5-13",?±å??’å?å¹´æ´»?•ä¸­å¿?æ¨??ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?3å·?6??æ¨?602,172,774,66,840,0,840,719,1559,53.88%,38.61%,11.03%,27.58,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?±å???17-22,118,670,25,695,0,695,716,1411,49.26%,39.12%,8.36%,30.76,,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""1","38""",863,?±å±±é«˜ä¸­(1)D11äºŒå¹´ä¸‰ç­,?ºä¸­å¸‚å?å±¯å??¯è³¢?­è·¯200??782,206,988,43,1031,0,1031,730,1761,58.55%,44.41%,11.70%,,,32.71,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""3","29""",864,?¡å??éº»è¡—ç?èªžæ±å±±å????ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?10å·?3??628,170,798,57,855,0,855,506,1361,62.82%,46.14%,12.49%,33.65,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""5",17,18.2,"22""",865,?…å??‹å¹¼?’å?(1)è¢‹é????ºä¸­å¸‚å?å±¯å??¯å?è¡?71??757,216,973,76,1049,0,1049,803,1852,56.64%,40.87%,,,11.66%,29.21,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""21",27,28,"30""",866,?…å??‹å¹¼?’å?(2)?½å????ºä¸­å¸‚å?å±¯å??¯å?è¡?71??831,224,1055,53,1108,0,1108,820,1928,57.47%,43.10%,,,11.62%,31.48,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""8",867,?±å±±é«˜ä¸­(2)E11äºŒå¹´äºŒç­,?ºä¸­å¸‚å?å±¯å??¯è³¢?­è·¯200??725,186,911,41,952,4,956,536,1492,63.81%,48.59%,12.47%,36.12,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""4",13,14,15,"36""",868,?±å±±é«˜ä¸­(3)C15äºŒå¹´ä¸€???ºä¸­å¸‚å?å±¯å??¯è³¢?­è·¯200??823,210,1033,65,1098,0,1098,900,1998,54.95%,,,41.19%,10.51%,30.68,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""9","34""",869,?±å±±é«˜ä¸­(4)F14äº”å¹´ä¸€???ºä¸­å¸‚å?å±¯å??¯è³¢?­è·¯200??600,180,780,45,825,0,825,447,1272,64.86%,47.17%,14.15%,33.02,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"æ°´æ™¯??""2",870,æ°´æ™¯ç¦é?å®®è¾¦?¬å¤§æ¨?æ¨??ºä¸­å¸‚å?å±¯å??¯å?è¡?30??æ¨?575,162,737,39,776,0,776,541,1317,58.92%,43.66%,12.30%,31.36,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,è»å???1-6,?ºä¸­å¸‚å?å±¯å?è»å?è·¯ä?æ®?90??476,164,640,100,740,5,745,582,1327,55.76%,35.87%,12.36%,23.51,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"è»å???""13","28-30""",872,?ºä¸­è»ç?å®??ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?97??491,150,641,32,673,0,673,607,1280,52.58%,38.36%,11.72%,26.64,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"è»å???""10-12",873,è»å?æ´»å?ä¸­å?1æ¨??ºä¸­å¸‚å?å±¯å?è»å?è¡?23??æ¨?746,165,911,64,975,0,975,890,1865,52.28%,40.00%,8.85%,31.15,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"è»å???""7","39""",874,å»ºå??‹å?(1)?³æ??™å®¤,?ºä¸­å¸‚å?å±¯å?è»å?è¡?3??564,159,723,64,787,0,787,443,1230,63.98%,45.85%,12.93%,,,32.92,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"è»å???""8",16,"17""",875,å»ºå??‹å?(2)é­”å¹»å¥‡å??™å®¤,?ºä¸­å¸‚å?å±¯å?è»å?è¡?3??524,147,671,56,727,0,727,629,1356,53.61%,38.64%,,,10.84%,27.8,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"è»å???""21",876,å»ºå??‹å?(3)?äºº?™å®¤,?ºä¸­å¸‚å?å±¯å?è»å?è¡?3??747,180,927,61,988,2,990,742,1732,57.04%,43.13%,10.39%,32.74,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,è»å???36-38,?ºä¸­å¸‚å?å±¯å??¾ç«¹äº”è·¯äºŒæ®µ330??717,168,885,48,933,0,933,653,1586,58.83%,45.21%,10.59%,34.62,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"è»å???""27",878,è»ç??å…«è·?5?Ÿæ?å®??ºä¸­å¸‚å?å±¯å?è»ç??å…«è·?5??613,158,771,46,817,0,817,624,1441,56.70%,42.54%,10.96%,31.58,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Œå¹³??""1-5",24,"32""",879,?Œå¹³?Œé??ƒæ?,?ºä¸­å¸‚å?å±¯å??Œç¥¥è¡?05å·?5??802,231,1033,78,1111,0,1111,934,2045,54.33%,39.22%,,,11.30%,27.92,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Œå¹³??""6",15,22,"25-27""",880,?Œå¹³?Œç?å¾·å????ºä¸­å¸‚å?å±¯å?è»å?è¡?73?Ÿå??°å…¬å»Ÿæ?,612,313,925,78,1003,4,1007,907,1914,52.40%,,,31.97%,16.35%,15.62,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Œå¹³??""17-19","36""",881,æ¢¨ä??’ç?å¾·å?,?ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?84å·?6ä¹???834,198,1032,57,1089,0,1089,829,1918,56.78%,43.48%,10.32%,,,33.16,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Œå¹³??""9","14""",882,è»å??‹å?(1),?ºä¸­å¸‚å?å±¯å?è»ç??ä?è·?00??868,179,1047,37,1084,1,1085,994,2079,52.14%,41.75%,8.61%,,,33.14,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Œå¹³??""16",28,33,34,"35""",883,è»å??‹å?(2),?ºä¸­å¸‚å?å±¯å?è»ç??ä?è·?00??859,232,1091,67,1158,0,1158,882,2040,,,56.76%,42.11%,11.37%,30.74,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å»å???""3","20""",884,å»å??’æ?æ¨¹ç?å¾·å®®,?ºä¸­å¸‚å?å±¯å?ç¥¥é??±è·¯?‡å¤ª?Ÿè·¯??683,276,959,50,1009,0,1009,1018,2027,49.78%,33.70%,13.62%,,,20.08,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å»å???""2",7,8,9,"22""",885,å»å??Œæ´»?•ä¸­å¿??ºä¸­å¸‚å?å±¯å?å»å?å·?00??580,153,733,56,789,0,789,613,1402,56.28%,,,41.37%,10.91%,30.46,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å»å???""1",11,"12""",886,?­ä»½ä»”ç?å¾·ç??µçš®å±??ºä¸­å¸‚å?å±¯å?å»å?è·¯è?å»å?å··è·¯??801,197,998,64,1062,0,1062,764,1826,58.16%,43.87%,10.79%,,,33.08,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å»å???""13",887,å°šå?å»???¬å¸,?ºä¸­å¸‚å?å±¯å?å¤ªé?äº”è?90ä¹???857,186,1043,37,1080,0,1080,1082,2162,49.95%,39.64%,8.60%,31.04,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å»å???""14","21""",888,?¯å?? æ™¯å·¥ç?,?ºä¸­å¸‚å?å±¯å?å¤ªå?äºŒè?69??872,211,1083,32,1115,0,1115,1217,2332,47.81%,37.39%,9.05%,,,28.34,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,æ°‘æ”¿???¨é?,?ºä¸­å¸‚å?å±¯å??—å?å·?5??421,107,528,52,580,0,580,405,985,58.88%,42.74%,10.86%,31.88,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?±å±±???¨é?,?ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?0??707,246,953,42,995,0,995,1042,2037,48.85%,34.71%,12.08%,22.63,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,å¤§å???1-7,?ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?01??454,134,588,46,634,0,634,398,1032,61.43%,43.99%,12.98%,31.01,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,å¤§å???8-13,?ºä¸­å¸‚å?å±¯å??±å±±è·¯ä?æ®?01??476,110,586,35,621,0,621,441,1062,58.47%,44.82%,10.36%,34.46,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,æ°‘å¾·???¨é?,92,472,54,526,0,526,383,909,57.87%,41.80%,10.12%,31.68,,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Šç¤¾??""8",15,16,17,18,"21""",894,?Šç¤¾?¬å?æ´»å?ä¸­å?1æ¨??ºä¸­å¸‚å?å±¯å??¾ç«¹è·¯ä?æ®?9å·???æ¨?643,171,814,60,874,4,878,567,1445,,,60.48%,44.50%,11.83%,32.67,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Šç¤¾??""9",20,25,"26""",895,?‘å??‹å?(1)?›å¹´1???ºä¸­å¸‚å?å±¯å??—å±¯è·?35??716,210,926,42,968,0,968,874,1842,52.55%,38.87%,,,11.40%,27.47,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Šç¤¾??""22-24",896,?‘å??‹å?(2)äºŒå¹´1???ºä¸­å¸‚å?å±¯å??—å±¯è·?35??532,144,676,39,715,0,715,472,1187,60.24%,44.82%,12.13%,32.69,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?Šç¤¾??""1",6,7,11,"28-32""",897,?±å??‹å?(1),?ºä¸­å¸‚å?å±¯å??±å?è·?26??639,156,795,44,839,0,839,617,1456,,,57.62%,43.89%,10.71%,33.18,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾è???""1-4",898,?¼ç??¹å¹¼?’å?(1)?®ä????ºä¸­å¸‚å?å±¯å??¾ç«¹?—è·¯236??775,212,987,73,1060,18,1078,788,1866,56.81%,41.53%,11.36%,30.17,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾è???""5-8",?¼ç??¹å¹¼?’å?(2)?«æœ­???ºä¸­å¸‚å?å±¯å??¾ç«¹?—è·¯236??683,170,853,52,905,2,907,760,1667,54.29%,40.97%,10.20%,30.77,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?¾è???9-14,178,929,30,959,0,959,724,1683,56.98%,44.62%,10.58%,34.04,,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å¼·??""1",901,?¾ç«¹ç¦å¾·ç¥ è¾¦?¬å®¤1æ¨??ºä¸­å¸‚å?å±¯å??¾ç«¹è·¯ä?æ®?08??æ¨?658,215,873,42,915,0,915,727,1642,55.72%,40.07%,13.09%,26.98,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å¼·??""3-6",?¾ç«¹ç¦å¾·ç¥ è¾¦?¬å®¤2æ¨??ºä¸­å¸‚å?å±¯å??¾ç«¹è·¯ä?æ®?08??æ¨?651,165,816,25,841,0,841,634,1475,57.02%,44.14%,11.19%,32.95,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å¼·??""9-11",?¾ç«¹ç¦å¾·ç¥ è¾¦?¬å®¤3æ¨??ºä¸­å¸‚å?å±¯å??¾ç«¹è·¯ä?æ®?08??æ¨?702,148,850,29,879,6,885,759,1644,53.47%,42.70%,9.00%,33.7,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å¼·??""12-16",?¾ç«¹ç¦å¾·ç¥ è¾¦?¬å®¤5æ¨??ºä¸­å¸‚å?å±¯å??¾ç«¹è·¯ä?æ®?08??æ¨?755,158,913,34,947,0,947,656,1603,59.08%,47.10%,9.86%,37.24,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å???""3-6",15,"17""",905,?‰é™½å¤©å?è¦ªå??™å®¤,?ºä¸­å¸‚å?å±¯å??¾ç«¹è·¯ä?æ®?6å·?2å¼?6??857,229,1086,68,1154,0,1154,795,1949,59.21%,43.97%,,,11.75%,32.22,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å???""7",18,"19""",906,?¾å??Œå??›ç›¸?©é????ºä¸­å¸‚å?å±¯å??¾å±±è¡?3??850,210,1060,54,1114,0,1114,676,1790,62.23%,47.49%,11.73%,,,35.76,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å???""1",907,?—æ–°?‹ä¸­(4)801?™å®¤,?ºä¸­å¸‚å?å±¯å??³é™½?±è?180??621,175,796,49,845,0,845,595,1440,58.68%,43.13%,12.15%,30.98,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å???""1-5",ç§ç??²ä¸¹å½¿å¹¼?’å?ä¸­åº­,?ºä¸­å¸‚å?å±¯å??ˆå?è·¯ä?æ®?00??686,224,910,60,970,0,970,631,1601,60.59%,42.85%,13.99%,28.86,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å???""6-8",15,"16""",909,ç§ç??½å??Žå ¡å¹¼å???1),?ºä¸­å¸‚å?å±¯å?å´‡å¾·?­è·¯ä¸€æ®?6??592,205,797,58,855,3,858,669,1527,55.99%,38.77%,,,13.43%,25.34,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾å???""9","17-22""",910,ç§ç??½å??Žå ¡å¹¼å???2),?ºä¸­å¸‚å?å±¯å?å´‡å¾·?­è·¯ä¸€æ®?6??654,174,828,60,888,2,890,785,1675,53.01%,39.04%,10.39%,,,28.65,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?¾å???1-6,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??492,149,641,41,682,0,682,897,1579,43.19%,31.16%,9.44%,21.72,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?¾å???7-13,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??620,166,786,95,881,0,881,643,1524,57.81%,40.68%,10.89%,29.79,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?¾å???14-19,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??675,174,849,67,916,0,916,761,1677,54.62%,40.25%,10.38%,29.87,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?¾å???20-26,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??650,185,835,68,903,0,903,696,1599,56.47%,40.65%,11.57%,29.08,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?¾ç«¹??1-4,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??631,181,812,73,885,0,885,573,1458,60.70%,43.28%,12.41%,30.87,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,?¾ç«¹??5-9,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??781,173,954,69,1023,0,1023,548,1571,65.12%,49.71%,11.01%,38.7,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾ç«¹??""10",?¾ç«¹?‹å?(7)?±è?ä¸‰A103,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??656,209,865,71,936,4,940,639,1579,59.28%,41.55%,13.24%,28.31,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾ç«¹??""16-18",?¾ç«¹?‹å?(8)ç¶œå??™å®¤1A102,?ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?2??779,242,1021,66,1087,0,1087,762,1849,58.79%,42.13%,13.09%,29.04,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"?¾ç«¹??""11","24""",919,å´‡å¾·?°é ­?¬ç?å¾·ç?(?¾ç«¹?Œæ´»?•ä¸­å¿?,?ºä¸­å¸‚å?å±¯å?ä¸‰å??”å…¬?’å??°å…¬å»?å´‡å¾·äº”è·¯?‡æ²³?—è·¯ä¸‰æ®µè·¯å£),736,185,921,44,965,0,965,717,1682,57.37%,43.76%,,,11.00%,32.76,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³è???""1",920,ä¸‰æœ¨?¥å?ç¤¾å?å¤§æ?ä¸­åº­,?ºä¸­å¸‚å?å±¯å??¼å¯§è·¯ä?æ®?60å·?2??740,177,917,46,963,0,963,797,1760,54.72%,42.05%,10.06%,31.99,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³è???""3-7",?—æ–°?‹ä¸­(1)701?™å®¤,?ºä¸­å¸‚å?å±¯å??³é™½?±è?180??735,185,920,71,991,0,991,708,1699,58.33%,43.26%,10.89%,32.37,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³è???""8-10","26""",922,?—æ–°?‹ä¸­(2)702?™å®¤,?ºä¸­å¸‚å?å±¯å??³é™½?±è?180??748,195,943,61,1004,0,1004,622,1626,61.75%,46.00%,11.99%,,,34.01,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³è???""11-14",?—æ–°?‹ä¸­(3)802?™å®¤,?ºä¸­å¸‚å?å±¯å??³é™½?±è?180??647,223,870,15,885,31,916,575,1491,59.36%,43.39%,14.96%,28.43,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³ç”°??""1",10,11,"22""",924,è±ç”°?¬å?(è±ç”°äº?,?ºä¸­å¸‚å?å±¯å?å¤§é€?·¯ä¸‰æ®µ?‡é¼å¯§è·¯ä¸€æ®µè·¯??650,205,855,34,889,0,889,751,1640,54.21%,,,39.63%,12.50%,27.13,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³ç”°??""9",14,"16-20""",925,?—å±¯?–æ›¸é¤¨åœ°ä¸?æ¨??ºä¸­å¸‚å?å±¯å?å¤§é€?·¯ä¸‰æ®µ122?Ÿåœ°ä¸?æ¨?813,232,1045,69,1114,0,1114,938,2052,54.29%,39.62%,11.31%,,,28.31,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³ç”°??""3-5",15,"21""",926,è²æ–¯?¹å¹¼?’å?ä¼é????ºä¸­å¸‚å?å±¯å??‹é™½è·¯ä?æ®?12??798,214,1012,58,1070,4,1074,801,1875,57.07%,42.56%,11.41%,,,31.15,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,"å¹³æ???""1-6",?‡æ??‹å?(1)å¼˜æ????ºä¸­å¸‚å?å±¯å??Œå¹³è·¯ä?æ®?1??669,161,830,29,859,0,859,700,1559,55.10%,42.91%,10.33%,32.58,,,,,,,,,,,,,,
ç¬?æ¡??ºä¸­å¸??—å±¯?€,å¹³æ???7-11,176,807,75,882,0,882,598,1480,59.59%,42.64%,11.89%,30.75,,,,,,,,,,,,,,,
